0	0.02
1	0.05
2	0.1
3	0.14
4	0.17
5	0.19
6	0.21
7	0.24
8	0.26
9	0.3
10	0.32
11	0.34
12	0.36
13	0.38
14	0.4
15	0.42
16	0.43
17	0.46
18	0.48
19	0.5
20	0.51
21	0.54
22	0.56
23	0.56
24	0.56
25	0.58
26	0.6
27	0.61
28	0.62
29	0.64
30	0.67
31	0.68
32	0.69
33	0.7
34	0.71
35	0.72
36	0.74
37	0.76
38	0.77
39	0.77
40	0.78
41	0.79
42	0.8
43	0.8
44	0.81
45	0.83
46	0.84
47	0.84
48	0.86
49	0.86
50	0.87
